Agp,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
"[0,30)",b0,1.232425716960888,0.015347950905419839,0.24464145974110707,0.7373087077523708,1.0775254070750497,1.2378536436697343,1.3959513793975602,1.6664116665023168,254.07346840334824,0.9987819722157608
"[0,30)",bt,6.921413256771412,0.08365877689602644,1.291589274272805,4.7040693521944,6.026628905358463,6.8513247888079025,7.771698560455007,9.611179114194448,238.3558624510738,0.9995034243650076
"[0,30)",sigma,1.5979104349946742,0.016160917926595752,0.23962634812936545,1.1952051330349795,1.423674091230896,1.5751286632818042,1.7443577986061043,2.1523655690032655,219.85537569052312,0.9982484408714152
"[0,30)",lp__,-85.02776508877409,0.0748223698837496,1.1041693233141683,-87.68009209133388,-85.61967563319907,-84.81144201078357,-84.16701331598024,-83.68829172235215,217.77520684465745,0.9994487339600824
"[30,35)",b0,1.6704384297699444,0.014240075523679932,0.22644767888110093,1.2285844058403326,1.5321215998953759,1.6667002640797843,1.8221606308195284,2.149000773737521,252.8780661676671,1.010916170234699
"[30,35)",bt,3.381963831062821,0.062351400058328336,1.0032485104534563,1.5861880849563408,2.680017195796239,3.333938320646652,3.9853248514729733,5.474538217881726,258.89557509879677,1.0024383342679657
"[30,35)",sigma,1.1994842234674044,0.013714485024247781,0.20427832282055475,0.8879470071571323,1.055779736093879,1.1747610621451499,1.30909113566445,1.700841902346806,221.8633457035462,1.0051976432191736
"[30,35)",lp__,-53.91504638401163,0.08239308978446337,1.1813011917593925,-57.07811333626759,-54.492751981006776,-53.65440102094369,-53.02537026386475,-52.50659783459092,205.56051891068648,0.9980080898460806
"[35,40)",b0,1.3271008889223888,0.020196709217095512,0.23918852190598403,0.8306544715243963,1.1960433700431512,1.3480651985519043,1.4818419063936972,1.739129146419706,140.25535268441976,0.9982772229963495
"[35,40)",bt,5.099298896098801,0.11392840651646623,1.309786344034769,3.053889393582272,4.151159500357695,4.9590499597987066,5.772520015328741,8.259267511509533,132.17121127851544,0.9980150247588179
"[35,40)",sigma,1.1790257767535144,0.017853764849303268,0.2078316103259095,0.8439653186375039,1.0332420721518856,1.1420825603466764,1.3135089929784531,1.6572837417994013,135.50757845915825,0.9993601615019677
"[35,40)",lp__,-60.51318824122272,0.11773142888321199,1.2766214154699302,-63.76945870520976,-61.172643926598546,-60.226479775223396,-59.58112214801004,-59.01424245830746,117.5816150012029,1.0090859999658288
"[40,45)",b0,1.0439000646053371,0.013586934894116796,0.2353174407718325,0.6121084856698653,0.8681270583421172,1.0446768797461945,1.1899932464614813,1.5169654994953001,299.9613118743783,1.0064501661748233
"[40,45)",bt,5.374478693563169,0.06934886054159871,1.2038028618793153,3.349033795496915,4.531296705372354,5.272067331742237,6.127015683035297,7.915553335469104,301.3228619050594,0.9995682328791762
"[40,45)",sigma,1.2288422173689897,0.01344599709771396,0.20562348657791119,0.9181042352916369,1.0829619205971843,1.1995507120382018,1.332571015794493,1.77195961055234,233.86186636448335,0.9998348835753319
"[40,45)",lp__,-56.02942324342815,0.08198376831263376,1.1196005651038745,-58.8324323326091,-56.556450232286565,-55.769574594418685,-55.20394352159674,-54.7248583975212,186.49640527450586,0.9984827931239543
"[45,50)",b0,1.5061834559722698,0.005975815447846415,0.09875808712334586,1.297509780345468,1.4495082759105773,1.5159214347166192,1.5720062269344226,1.6868975067574288,273.1184162868172,0.9991609604764108
"[45,50)",bt,2.965500288873361,0.03281322316892312,0.48350053640386464,2.0963203155774264,2.643932599110189,2.941560185430472,3.225299593191027,4.030786508166165,217.11815306579334,0.9986385994076289
"[45,50)",sigma,0.6637578890688929,0.006259150791694485,0.08265348638845478,0.5186567937002731,0.604388527257371,0.660714243665363,0.7183250344953092,0.8359385663452457,174.37793301808495,1.0043110957415984
"[45,50)",lp__,-85.89496457289934,0.08743125790547883,1.2348467706336703,-88.91630408354122,-86.44831842817219,-85.56148702129626,-85.02016570164272,-84.47052758650739,199.476935213674,0.9980025459593054
"[50,55)",b0,1.4928809357915271,0.0026739378815240507,0.03745880015458813,1.4199041519052424,1.467790411167827,1.4939737206671773,1.5171379529010616,1.5573670296298157,196.24793556418294,1.012337654288746
"[50,55)",bt,2.1097948598769865,0.010259693205047875,0.13622449015501092,1.8312198739720253,2.0257480682020423,2.1061791945617068,2.1961874833673622,2.3958459966889194,176.2956651319544,1.0035847352949891
"[50,55)",sigma,0.9566672142346744,0.001895089343393294,0.02930885720252762,0.9063527068232687,0.9356138222730365,0.9555828797377097,0.9760318238451904,1.01864245361153,239.18745121426167,0.9982052380916621
"[50,55)",lp__,-1845.3928898543338,0.11307114091323263,1.4220097450698916,-1848.9152789459404,-1845.9127184444635,-1844.9530673204436,-1844.3798595373264,-1843.8443550613874,158.1617991620657,1.0002530095891065
"[55,60)",b0,1.4862724610514708,0.0020386366728549397,0.030705990238203282,1.4299952312852795,1.4642694174174704,1.487436034745812,1.5077757928249764,1.541160274866121,226.86450409316342,1.0163881971428814
"[55,60)",bt,2.0114277100863895,0.006988080589101848,0.11074990588838343,1.8091499444718813,1.9300465294913836,2.0136476111081167,2.0867624069065256,2.2241611569221496,251.17182556002396,1.0039111438308879
"[55,60)",sigma,0.9683348521119443,0.001563301496679847,0.026340481648775838,0.9179388720694002,0.9500836357952185,0.96747123828686,0.9863709340564021,1.0167850959264788,283.8977408766701,1.0029765541914948
"[55,60)",lp__,-2117.694154401634,0.08081096593504629,1.1771031435495725,-2120.9197126327313,-2118.2984298172237,-2117.3945889079346,-2116.80334757594,-2116.319096568738,212.17218222401593,0.9987039629172023
"[60,65)",b0,1.5434443020764297,0.002807076504388295,0.04568517785200775,1.4535126205935007,1.5124989038000818,1.5403438365727955,1.5706704598278656,1.6431872061328763,264.87571478648897,1.0006319063329978
"[60,65)",bt,2.3392727214808633,0.009874602938887768,0.15154989662043805,2.069988900055301,2.232151493087942,2.338921659247762,2.440206970249158,2.655216328463774,235.54397825242236,0.9990943674208743
"[60,65)",sigma,1.1659648789339345,0.0018427384360111538,0.035122788427009576,1.0998466780206249,1.1414237818669952,1.1670647540016392,1.190277160976615,1.2369151662743485,363.28760983278306,0.9982436626736927
"[60,65)",lp__,-1728.1023669589135,0.08289439189989418,1.2763628783247027,-1730.8292899911664,-1728.8070227281105,-1727.7234660796926,-1727.1666323497634,-1726.6955019483025,237.08169822874717,1.0057815314672702
"[65,70)",b0,1.5658434700765933,0.001978119523044945,0.03730469708159799,1.4943067631711828,1.5416729551078328,1.5657458898738836,1.590747141860241,1.6379095859365123,355.64931549299763,1.006306442720872
"[65,70)",bt,1.918616067125012,0.007312353587935694,0.13148068645485186,1.686750451926525,1.81740422392636,1.9167163088820023,2.0115071289708495,2.1781552651510703,323.30286910939367,1.0020098182265018
"[65,70)",sigma,1.0413875165409348,0.002168829779561473,0.03733019537620959,0.9741482417069045,1.0169866843411575,1.040851612402384,1.063912978694543,1.1257685634174202,296.25766138794324,0.9983365039242819
"[65,70)",lp__,-1644.0194861276686,0.07759505741915493,1.232813959710315,-1647.1093318300682,-1644.5756954392218,-1643.704397803157,-1643.0595791252574,-1642.6512621749105,252.42186387551422,1.0032094246833445
"[70,75)",b0,1.3391058922918835,0.0035681151904308345,0.049864692401550614,1.23990085431146,1.309026052208278,1.3413069198145884,1.376014657486572,1.4312208461658673,195.30283880729908,1.0045540090961569
"[70,75)",bt,2.8302714542241394,0.013064507086733066,0.2047475053287533,2.4558836558604304,2.6986395850367817,2.812372497264372,2.9573063052220463,3.280694379315258,245.6129041833057,1.0002528340818801
"[70,75)",sigma,1.2064938998110788,0.0028297758949442555,0.0494567726951301,1.1181365589252956,1.1732250424366097,1.2027243134244794,1.2408585699610173,1.3065491338637465,305.45515613509946,0.9979986575350541
"[70,75)",lp__,-1282.3725387819873,0.10446018883160212,1.2573825620528045,-1285.466125369545,-1282.9270566520397,-1282.0346615730825,-1281.3991474220545,-1280.9412230670378,144.8882787110473,1.015436430701748
"[75,80)",b0,1.4396644650517192,0.00272016477550497,0.049693988265637895,1.327044842659368,1.4093240186540905,1.4416809665230947,1.4733930520129275,1.5327801133530667,333.74693136727376,0.9979980358896522
"[75,80)",bt,2.130552799807016,0.012729779522447866,0.21092748897590036,1.7525178283024483,1.9904335303296319,2.1146518035269644,2.256664891844625,2.571894407499108,274.55199352244114,0.9981531329969618
"[75,80)",sigma,1.028151846180061,0.003386932922055922,0.053091295842662506,0.9370222084639507,0.988726623293543,1.0241253267337918,1.0593086784144652,1.1446189292054685,245.71601320269144,0.9985703089470362
"[75,80)",lp__,-857.7026504760075,0.10561938431960384,1.2656771329960197,-860.8801799276335,-858.2184561116698,-857.3831893575457,-856.7967180882827,-856.2881804740697,143.60137701098114,0.997998880545734
"[80,85)",b0,1.217701909173284,0.004343722941965847,0.08198459012731472,1.0619827597437501,1.164409030717627,1.2147905427527368,1.2723786096908645,1.3759952482349302,356.2379856087595,0.998608272649039
"[80,85)",bt,3.1154830549519446,0.020586149311029135,0.3467921723673943,2.4535357061243728,2.8792482497646126,3.083909807090418,3.333167404695769,3.827760229730177,283.78428083558225,0.9986490015051678
"[80,85)",sigma,1.322687204039032,0.005028300625474233,0.0781208538328626,1.158403681688,1.2709108435634837,1.323936694700174,1.3754485326350911,1.4695632413262127,241.3745588270457,0.9984489974453872
"[80,85)",lp__,-584.90305026301,0.09758075136813675,1.3682029079922995,-589.1227409949411,-585.38607670684,-584.5496178426727,-583.9373964148314,-583.5238047920401,196.5951060982109,1.001432765911404
"[85,90)",b0,1.3686961740610823,0.01055573916082276,0.16346209543789378,1.0723737770697603,1.2525849617420046,1.3698088285897305,1.4685361528421277,1.7437385578145372,239.80422132431053,1.00923595258872
"[85,90)",bt,2.6163332319542825,0.03500000813377168,0.5841569937419208,1.613307454009226,2.1847634615473903,2.6388574165452847,3.019142491965617,3.714270813747223,278.562640599213,1.0007564175061978
"[85,90)",sigma,1.71872297918014,0.013031413468090827,0.19217676886771037,1.4167895323327624,1.575470757971084,1.6885254645319838,1.8370368642034611,2.1575847305145324,217.479700000826,0.9981802315208076
"[85,90)",lp__,-267.15398976295194,0.11166590805219882,1.445268731483923,-270.77821557030217,-267.63281847220196,-266.8583179812497,-266.1209235468806,-265.6293875062177,167.5158902716362,1.015460610385648
"[90,100)",b0,1.1073973071434717,0.01758720166006376,0.28372731136602636,0.5576527528742565,0.9240587280636714,1.1198249509279963,1.288974851207626,1.613682835675458,260.2608228729652,1.0005775364737959
"[90,100)",bt,2.812716716442715,0.07467713152904447,1.172772488801214,0.7871565777166127,2.0178830683166065,2.7058755397409326,3.5082901772418063,5.140497891919281,246.6336237420221,1.0001554092759535
"[90,100)",sigma,1.5036454474618908,0.013802423697320404,0.2610453554070557,1.0948450287671982,1.3160772218847139,1.4709519834115055,1.6616010151100453,2.0511133413205522,357.70188695572875,0.9989486309593004
"[90,100)",lp__,-90.72457270823654,0.11340688515008197,1.4844659768790882,-94.83890608575742,-91.20704256489967,-90.30680666477664,-89.68127989846087,-89.10571174019437,171.34113999877513,1.0048713849169955
